KP,Easting,Northing,Time,Date,DCC,SD,Comments,Video,Anomaly,Bathy,DOB,ContactCP,ContinuousCP,CoverLocal,CoverMSB,Code1,Code2,Code3,Span,Exposure,Movement,WghtCt,Stab,SpanLength,SpanLengthOdom,SpanHeight,SpanDEI,Location,Offset,DimX,DimY,DimZ,Anomlink,VideoCount,UniqueID,Dummy3,Dummy4,DummyString
1.1280,310862.546,5949360.093,080000,26072025,-0.480,,Nav Marker,,,,,-1264,-1026,0.38,0.23,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.1400,310874.497,5949361.010,080000,26072025,-0.880,,Nav Marker,,,,,-1267,-1026,0.18,0.34,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.1520,310886.136,5949362.016,080000,26072025,0.000,,Nav Marker,,,,,-1268,-1028,-0.01,-0.12,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.1640,310896.641,5949367.999,080000,26072025,0.000,,Nav Marker,,,,,-1268,-1029,-0.01,-0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.1760,310907.147,5949373.981,080000,26072025,0.000,,Nav Marker,,,,,-1269,-1029,0.0,-0.08,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.1880,310917.340,5949380.393,080000,26072025,0.000,,Nav Marker,,,,,-1310,-1048,-0.0,-0.13,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.2000,310926.482,5949388.227,080000,26072025,-0.710,,Nav Marker,,,,,-1311,-1050,0.03,0.14,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.2120,310936.755,5949394.368,080000,26072025,0.000,,Nav Marker,,,,,-1290,-1042,0.0,0.12,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.2240,310947.152,5949399.943,080000,26072025,0.000,,Nav Marker,,,,,-1272,-1029,0.0,0.05,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.2360,310957.709,5949405.435,080000,26072025,0.000,,Nav Marker,,,,,-1269,-1027,0.01,-0.03,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.2480,310968.427,5949410.846,080000,26072025,0.000,,Nav Marker,,,,,-1270,-1027,0.0,0.04,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.2600,310979.649,5949415.490,080000,26072025,0.000,,Nav Marker,,,,,-1270,-1030,0.0,0.04,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.2720,310990.758,5949420.735,080000,26072025,-1.050,,Nav Marker,,,,,-1275,-1028,0.05,0.17,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.2840,311002.273,5949424.492,080000,26072025,-1.380,,Nav Marker,,,,,-1273,-1029,0.02,0.06,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.2960,311013.769,5949426.703,080000,26072025,-1.040,,Nav Marker,,,,,-1271,-1032,0.06,0.15,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.3080,311025.556,5949428.367,080000,26072025,-0.560,,Nav Marker,,,,,-1274,-1029,0.06,0.13,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.3200,311037.573,5949429.649,080000,26072025,-0.570,,Nav Marker,,,,,-1276,-1030,0.07,-0.1,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.3320,311049.633,5949430.655,080000,26072025,-0.300,,Nav Marker,,,,,-1275,-1026,0.05,0.05,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.3440,311061.672,5949431.415,080000,26072025,-0.440,,Nav Marker,,,,,-1275,-1031,0.05,-0.29,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.3560,311073.760,5949431.833,080000,26072025,-0.290,,Nav Marker,,,,,-1276,-1029,0.19,0.4,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.3680,311085.934,5949431.973,080000,26072025,-0.040,,Nav Marker,,,,,-1277,-1032,0.14,0.29,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.3800,311098.041,5949432.583,080000,26072025,-0.040,,Nav Marker,,,,,-1278,-1028,0.04,-0.09,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.3920,311109.983,5949433.812,080000,26072025,0.000,,Nav Marker,,,,,-1275,-1031,0.0,0.02,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.4040,311121.921,5949435.077,080000,26072025,0.000,,Nav Marker,,,,,-1276,-1031,-0.01,0.06,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.4160,311133.808,5949436.667,080000,26072025,0.000,,Nav Marker,,,,,-1276,-1028,-0.0,0.04,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.4280,311145.443,5949439.879,080000,26072025,0.000,,Nav Marker,,,,,-1276,-1029,0.02,0.09,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.4400,311157.079,5949443.091,080000,26072025,0.000,,Nav Marker,,,,,-1275,-1031,0.0,0.03,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.4520,311168.748,5949446.005,080000,26072025,-0.430,,Nav Marker,,,,,-1279,-1032,0.05,-0.03,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.4640,311180.545,5949448.154,080000,26072025,-0.460,,Nav Marker,,,,,-1278,-1033,0.06,-0.13,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.4760,311192.612,5949449.859,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,0.0,0.01,0,0,0,0,1,,,,,,,,,,,,,,,,,,
