,Asset,Pipeline,AnomalyNum,Images,Description,DataSource,IMC_AnomalyCat,KP_StartAnomaly,DateLastMod,SourceFile
163,Joint,PL022,19315,"['19315-01', '19315-02']",Start of intermittent pipeline exposure anomaly 19315,ROV,EXP,29.32186528937180,20190801 000301,Inde Joint\anoms_19.dat
164,Joint,PL022,19308,"['19308-01', '19308-02']",Start of intermittent pipeline exposure anomaly 19308,ROV,EXP,29.81417479854330,20190731 234144,Inde Joint\anoms_19.dat
165,Joint,PL022,19346,"['19346-01', '19346-02']",Circumferential weightcoat loss,ROV,WCL,29.82897362729610,20190731 234050,Inde Joint\anoms_19.dat
166,Joint,PL022,19306,"['19306-01', '19306-02']",Freespan exceeding the critical anomaly length - Length 27m,ROV,SPN TRL,29.82971524630130,20190731 234047,Inde Joint\anoms_19.dat
167,Joint,PL022,19345,"['19345-01', '19345-02']",Circumferential weightcoat loss,ROV,WCL,29.83815185062540,20190731 234017,Inde Joint\anoms_19.dat
168,Joint,PL022,19344,"['19344-01', '19344-02']",Circumferential weightcoat loss,ROV,WCL,29.85088290907450,20190731 233924,Inde Joint\anoms_19.dat
169,Joint,PL022,19307,"['19307-01', '19307-02']",Freespan exceeding the critical anomaly length - Length 27m,ROV,SPN TRL,29.92631013578360,20190731 233348,Inde Joint\anoms_19.dat
170,Joint,PL022,19343,"['19343-01', '19343-02']",Circumferential weightcoat loss,ROV,WCL,29.92943694241150,20190731 233337,Inde Joint\anoms_19.dat
171,Joint,PL022,19342,"['19343-01', '19343-02']",Circumferential weightcoat loss,ROV,WCL,29.93551332327780,20190731 233312,Inde Joint\anoms_19.dat
172,Joint,PL022,19341,"['19341-01', '19341-02']",Circumferential weightcoat loss,ROV,WCL,29.94823596387530,20190731 233228,Inde Joint\anoms_19.dat
173,Joint,PL022,19347,"['19347-01', '19347-02']",Circumferential weightcoat loss,ROV,WCL,29.95269348974730,20190731 233216,Inde Joint\anoms_19.dat
174,Joint,PL022,19340,"['19340-01', '19340-02']",Weightcoat spalling from 9 o/c 12  o/c,ROV,WCL,30.20172418305920,20190731 232228,Inde Joint\anoms_19.dat
175,Joint,PL022,19339,"['19339-01', '19339-02']",Circumferential weightcoat loss,ROV,WCL,30.25334865444500,20190731 232008,Inde Joint\anoms_19.dat
176,Joint,PL022,19338,"['19338-01', '19338-02']",Circumferential weightcoat loss,ROV,WCL,30.68038081028670,20190731 230325,Inde Joint\anoms_19.dat
177,Joint,PL022,19337,"['19337-01', '19337-02']",Circumferential weightcoat loss,ROV,WCL,30.89777175736190,20190731 225534,Inde Joint\anoms_19.dat
178,Joint,PL022,19336,"['19336-01', '19336-02']",Circumferential weightcoat loss,ROV,WCL,30.93892622401920,20190731 225404,Inde Joint\anoms_19.dat
179,Joint,PL022,19335,"['19335-01', '19335-02']",Circumferential weightcoat loss,ROV,WCL,30.96872241797860,20190731 225256,Inde Joint\anoms_19.dat
180,Joint,PL022,19334,"['19334-01', '19334-02']",Weightcoat spalling from 9 o/c to 11 o/c,ROV,WCL,30.97768931151640,20190731 225234,Inde Joint\anoms_19.dat
181,Joint,PL022,19333,"['19333-01', '19333-02']",Circumferential weightcoat loss,ROV,WCL,30.98333557496270,20190731 225220,Inde Joint\anoms_19.dat
182,Joint,PL022,19332,"['19332-01', '19332-02']",Circumferential weightcoat loss,ROV,WCL,30.99511143247210,20190731 225154,Inde Joint\anoms_19.dat
183,Joint,PL022,19331,"['19331-01', '19331-02']",Weightcoat spalling from 8 o/c to 12 o/c,ROV,WCL,31.04369015326960,20190731 225000,Inde Joint\anoms_19.dat
184,Joint,PL022,19330,"['19330-01', '19330-02']",Weightcoat spalling from 9 o/c to 1 o/c,ROV,WCL,31.08226578246070,20190731 224834,Inde Joint\anoms_19.dat
185,Joint,PL022,19329,"['19329-01', '19329-02']",Weightcoat spalling from 9 o/c to 12 o/c,ROV,WCL,31.12069165084660,20190731 224707,Inde Joint\anoms_19.dat
186,Joint,PL022,19328,"['19328-01', '19328-02']",Weightcoat spalling from 9 o/c to12 o/c,ROV,WCL,31.13509984534470,20190731 224636,Inde Joint\anoms_19.dat
187,Joint,PL022,19327,"['19327-01', '19327-02']",Weightcoat spalling from 8 o/c to 1 o/c,ROV,WCL,31.22449127563210,20190731 224306,Inde Joint\anoms_19.dat
188,Joint,PL022,19326,"['19326-01', '19326-02']",Weightcoat spalling from 10 o/c to  2 o/c,ROV,WCL,31.24850211514910,20190731 224207,Inde Joint\anoms_19.dat
189,Joint,PL022,19325,"['19325-01', '19325-02']",Weightcoat spalling from11 o/c to 1 o/c,ROV,WCL,31.31770367314140,20190731 223920,Inde Joint\anoms_19.dat
190,Joint,PL022,19305,"['19305-01', '19305-02']",Start of intermittent pipeline exposure anomaly 19305,ROV,EXP,32.98936045119100,20190731 112849,Inde Joint\anoms_19.dat
191,Joint,PL022,19304,"['19304-01', '19304-02']",Circumferential weightcoat loss,ROV,WCL,33.84965650009170,20190731 103918,Inde Joint\anoms_19.dat
192,Joint,PL022,19303,"['19303-01', '19303-02']",Start of intermittent pipeline exposure anomaly 19303,ROV,EXP,34.84958806812310,20190731 092812,Inde Joint\anoms_19.dat
193,Joint,PL022,19302,"['19302-01', '19302-02']",Piled Scaffold poles on pipe track,ROV,DEB,35.80717940117190,20190731 083115,Inde Joint\anoms_19.dat
194,Joint,PL022,19301,"['19301-01', '19301-02']",Scaffold  assmbly and other metal debris on pipe track,ROV,DEB,35.81588045448310,20190731 083009,Inde Joint\anoms_19.dat
195,Joint,PL024,19300,"['19300-01', '19300-02']",Start of intermittent pipeline exposure anomaly 19300,ROV,EXP,0.26581371981774,20190731 052652,Inde Joint\anoms_19.dat
196,Joint,PL024,19299,"['19299-01', '19299-02']",Start of intermittent pipeline exposure anomaly 19299,ROV,EXP,1.87879335865151,20190731 040805,Inde Joint\anoms_19.dat
197,Joint,PL024,19264,"['19264-01', '19264-02']",Start of intermittent pipeline exposure anomaly 19264,ROV,EXP,3.70334246990064,20190731 000511,Inde Joint\anoms_19.dat
198,Joint,PL024,19263,"['19263-01', '19263-02']",Start of intermittent pipeline exposure anomaly 19263,ROV,EXP,4.10021254089208,20190730 234822,Inde Joint\anoms_19.dat
199,Joint,PL024,19314,"['19314-01', '19314-02']",Section of circumferential weightcoat damage,ROV,WCL,4.15557398067441,20190730 234336,Inde Joint\anoms_19.dat
200,Joint,PL024,19313,"['19313-01', '19313-02']",Section of circumferential weightcoat damage,ROV,WCL,4.17164880332429,20190730 234259,Inde Joint\anoms_19.dat
201,Joint,PL024,19262,"['19262-01', '19262-02']",Start of intermittent pipeline exposure anomaly 19262,ROV,EXP,4.52432885325331,20190730 232713,Inde Joint\anoms_19.dat
202,Joint,PL024,19261,"['19261-01', '19261-02']",Start of intermittent pipeline exposure anomaly 19261,ROV,EXP,5.13856917814053,20190730 223329,Inde Joint\anoms_19.dat
203,Joint,PL024,19260,"['19260-01', '19260-02']",Start of intermittent pipeline exposure anomaly 19260,ROV,EXP,5.83284477703895,20190730 215613,Inde Joint\anoms_19.dat
204,Joint,PL024,19259,"['19259-01', '19259-02']",Start of intermittent pipeline exposure anomaly 19259,ROV,EXP,6.32760893835833,20190730 213736,Inde Joint\anoms_19.dat
205,Joint,PL024,19312,"['19312-01', '19312-02']",Section of circumferential weightcoat damage,ROV,WCL,6.60704426580026,20190730 212656,Inde Joint\anoms_19.dat
206,Joint,PL024,19311,"['19311-01', '19311-02']","Section of circumferential weightcoat damage. Starting and ending at 6 o/c, with circumferential loss. ",ROV,WCL,6.64377544356124,20190730 212527,Inde Joint\anoms_19.dat
207,Joint,PL024,19275,"['19275-01', '19275-02']",Freespan equal to the critical anomaly length - Length 5m,ROV,SPN,6.64381055940863,20190730 212527,Inde Joint\anoms_19.dat
208,Joint,PL024,19274,"['19274-01', '19274-02']",Freespan exceeding the critical anomaly length - Length 54m,ROV,SPN,6.65441699650254,20190730 212501,Inde Joint\anoms_19.dat
209,Joint,PL024,19310,"['19310-01', '19310-02']",Section of circumferential weightcoat damage,ROV,WCL,6.66963051801486,20190730 212416,Inde Joint\anoms_19.dat
210,Joint,PL024,19273,"['19273-01', '19273-02']",Freespan exceeding the critical anomaly length - Length 18m,ROV,SPN,6.66994075908416,20190730 212415,Inde Joint\anoms_19.dat
211,Joint,PL024,19309,"['19309-01', '19309-02']",Section of circumferential weightcoat damage. Possible NDT site,ROV,WCL,6.67455583548999,20190730 212403,Inde Joint\anoms_19.dat
212,Joint,PL024,19272,"['19272-01', '19272-02']",Freespan exceeding the critical anomaly length - Length 18m,ROV,SPN TRL,6.69533325028462,20190730 212145,Inde Joint\anoms_19.dat
213,Joint,PL024,19290,"['19290-01', '19290-02']",Circumferential weightcoat loss,ROV,WCL,6.70247217509486,20190730 212128,Inde Joint\anoms_19.dat
214,Joint,PL024,19289,"['19289-01', '19289-02']",Start of circumferential weightcoat damage,ROV,WCL,6.71319991434137,20190730 212103,Inde Joint\anoms_19.dat
215,Joint,PL024,19288,"['19288-01', '19288-02']",Section of circumferential weightcoat loss,ROV,WCL,6.72025067645323,20190730 212044,Inde Joint\anoms_19.dat
216,Joint,PL024,19271,"['19271-01', '19271-02']",Freespan exceeding the critical anomaly length - Length 10m,ROV,SPN,6.77505451401917,20190730 211836,Inde Joint\anoms_19.dat
217,Joint,PL024,19287,"['19287-01', '19287-02']",Section of circumferential weightcoat loss,ROV,WCL,6.81303463488684,20190730 211658,Inde Joint\anoms_19.dat
218,Joint,PL024,19324,"['19324-01', '19324-02']",Circumferential weightcoat loss,ROV,WCL,6.82361973151433,20190730 211629,Inde Joint\anoms_19.dat
219,Joint,PL024,19286,"['19286-01', '19286-02']",Circumferential weightcoat loss,ROV,WCL,6.83595834212566,20190730 211555,Inde Joint\anoms_19.dat
220,Joint,PL024,19285,"['19285-01', '19285-02']",Section of ircumferential weightcoat loss,ROV,WCL,6.84380559977306,20190730 211537,Inde Joint\anoms_19.dat
221,Joint,PL024,19270,"['19270-01', '19270-02']",Freespan exceeding the critical anomaly length - Length 31m,ROV,SPN TRL,6.84689305215689,20190730 211531,Inde Joint\anoms_19.dat
222,Joint,PL024,19284,"['19284-01', '19284-02']",Section of ircumferential weightcoat loss,ROV,WCL,6.85866507656540,20190730 211502,Inde Joint\anoms_19.dat
223,Joint,PL024,19283,"['19283-01', '19282-02']",,ROV,STB,6.86392274270539,20190730 211450,Inde Joint\anoms_19.dat
224,Joint,PL024,19282,"['19282-01', '19282-02']",Section of ircumferential weightcoat loss,ROV,WCL,6.86886261228931,20190730 211439,Inde Joint\anoms_19.dat
225,Joint,PL024,19269,"['19269-01', '19269-02']",Freespan exceeding the critical anomaly length - Length 20m,ROV,SPN TRL,6.90083884453247,20190730 211327,Inde Joint\anoms_19.dat
226,Joint,PL024,19281,"['19281-01', '19281-02']",,ROV,STB,6.93494670225875,20190730 211209,Inde Joint\anoms_19.dat
227,Joint,PL024,19268,"['19268-01', '19268-02']",Freespan exceeding the critical anomaly length - Length 39m,ROV,SPN TRL,6.93801443755500,20190730 211201,Inde Joint\anoms_19.dat
228,Joint,PL024,19280,"['19280-01', '19280-02']",Circumferential weightcoat loss,ROV,WCL,6.94960588174118,20190730 211134,Inde Joint\anoms_19.dat
229,Joint,PL024,19279,"['19279-01', '19279-02']",Circumferential weightcoat loss,ROV,WCL,6.95424401550462,20190730 211124,Inde Joint\anoms_19.dat
230,Joint,PL024,19278,"['19278-01', '19278-02']",Circumferential weightcoat damage,ROV,CRK,6.96995386584094,20190730 211048,Inde Joint\anoms_19.dat
231,Joint,PL024,19277,"['19277-01', '19277-02']",Circumferential weightcoat damage,ROV,CRK,6.97605987669114,20190730 211034,Inde Joint\anoms_19.dat
232,Joint,PL024,19267,"['19267-01', '19267-02']",Freespan exceeding the critical anomaly length - Length 7m,ROV,SPN,6.98673302670438,20190730 211008,Inde Joint\anoms_19.dat
233,Joint,PL024,19266,"['19266-01', '19266-02']",Freespan exceeding the critical anomaly length - Length 37m,ROV,SPN TRL,7.05065639464575,20190730 210728,Inde Joint\anoms_19.dat
234,Joint,PL024,19276,"['19276-01', '19276-02']",Circumferential weightcoat loss,ROV,CRK,7.06397280802473,20190730 210656,Inde Joint\anoms_19.dat
235,Joint,PL024,19254,"['19254-01', '19254-02']",Start of intermittent pipeline exposure anomaly 19254,ROV,EXP,7.43998905093886,20190730 205056,Inde Joint\anoms_19.dat
236,Joint,PL024,19298,"['19298-01', '19298-02']",Weightcoat loss from 3 o/c to 9 o/c,ROV,WCL,7.90974206292625,20190730 202900,Inde Joint\anoms_19.dat
237,Joint,PL024,19255,"['19255-01', '19255-02']",Freespan exceeding the critical anomaly length - Length 26m,ROV,SPN,7.90989484683209,20190730 202900,Inde Joint\anoms_19.dat
238,Joint,PL024,19297,"['19297-01', '19297-02']",Circumferential weightcoat loss,ROV,WCL,7.92149313434494,20190730 202830,Inde Joint\anoms_19.dat
239,Joint,PL024,19296,"['19296-01', '19296-02']",Circumferential weightcoat loss,ROV,WCL,7.93442319719348,20190730 202752,Inde Joint\anoms_19.dat
240,Joint,PL024,19295,"['19295-01', '19295-02']",Weightcoat loss from 10 o/c to 2 o/c,ROV,CRK,8.04899437579495,20190730 202303,Inde Joint\anoms_19.dat
241,Joint,PL024,19256,"['19256-01', '19256-02']",Freespan exceeding the critical anomaly length - Length 11m,ROV,SPN TRL,8.49308861887328,20190730 182200,Inde Joint\anoms_19.dat
242,Joint,PL024,19294,"['19294-01', '19294-02']",Circumferential weightcoat loss,ROV,WCL,8.50899454748521,20190730 182119,Inde Joint\anoms_19.dat
243,Joint,PL024,19257,"['19257-01', '19257-02']",Freespan exceeding the critical anomaly length - Length 33m,ROV,SPN TRL,8.51899025124562,20190730 182048,Inde Joint\anoms_19.dat
244,Joint,PL024,19293,"['19293-01', '19293-02']",Weightcoat loss from 10 o/c to 2 o/c,ROV,WCL,8.52164539263676,20190730 182041,Inde Joint\anoms_19.dat
245,Joint,PL024,19292,"['19292-01', '19292-02']",Circumferential weightcoat loss,ROV,WCL,8.53539326275295,20190730 181955,Inde Joint\anoms_19.dat
246,Joint,PL024,19291,"['19291-01', '19291-02']",Circumferential weightcoat loss,ROV,WCL,8.54255929706224,20190730 181937,Inde Joint\anoms_19.dat
247,Joint,PL024,19258,"['19258-01', '19258-02']",Freespan exceeding the critical anomaly length - Length 10m,ROV,SPN,8.58332083139458,20190730 181733,Inde Joint\anoms_19.dat
248,Joint,PL024,19239,"['19239-01', '19239-02']",Start of intermittent pipeline exposure anomaly 19239,ROV,EXP,9.38211030444917,20190730 174215,Inde Joint\anoms_19.dat
249,Joint,PL024,19233,"['19233-01', '19233-02']",Freespan exceeding the critical anomaly length - Length 16m,ROV,SPN,9.47058374084567,20190730 173851,Inde Joint\anoms_19.dat
250,Joint,PL024,19234,"['19234-01', '19234-02']",Freespan exceeding the critical anomaly length - Length 9m,ROV,SPN,9.52741001869541,20190730 173637,Inde Joint\anoms_19.dat
251,Joint,PL024,19253,"['19253-01', '19253-02']",Circumferential weightcoat loss,ROV,WCL,9.52888014192781,20190730 173633,Inde Joint\anoms_19.dat
252,Joint,PL024,19252,"['19252-01', '19252-02']",Circumferential weightcoat loss,ROV,WCL,9.55275203001533,20190730 173538,Inde Joint\anoms_19.dat
253,Joint,PL024,19235,"['19235-01', '19235-02']",Freespan exceeding the critical anomaly length - Length 10m,ROV,SPN,9.73451254769737,20190730 172833,Inde Joint\anoms_19.dat
254,Joint,PL024,19251,"['19251-01', '19251-02']",Longditudinal crack south side,ROV,CRK,10.26725229060870,20190730 170612,Inde Joint\anoms_19.dat
255,Joint,PL024,19250,"['19250-01', '19250-02']",Longditudinal crack south side,ROV,CRK,10.27864739864530,20190730 170547,Inde Joint\anoms_19.dat
256,Joint,PL024,19249,"['19249-01', '19249-02']",longitudinal weightcoat loss,ROV,WCL,10.29433391463850,20190730 170510,Inde Joint\anoms_19.dat
257,Joint,PL024,19248,"['19248-01', '19248-02']",Circumferential weightcoat loss,ROV,WCL,10.30258110265170,20190730 170452,Inde Joint\anoms_19.dat
258,Joint,PL024,19247,"['19247-01', '19247-02']",Longditudinal crack south side,ROV,CRK,10.32373567515670,20190730 170400,Inde Joint\anoms_19.dat
259,Joint,PL024,19246,"['19246-01', '19246-02']",Circumferential weightcoat loss,ROV,WCL,10.32699657973610,20190730 170352,Inde Joint\anoms_19.dat
260,Joint,PL024,19245,"['19245-01', '19245-02']",Circumferential weightcoat loss,ROV,WCL,10.67366608212960,20190730 164913,Inde Joint\anoms_19.dat
261,Joint,PL024,19244,"['19244-01', '19244-02']",Circumferential weightcoat loss,ROV,WCL,10.68934940156870,20190730 164836,Inde Joint\anoms_19.dat
262,Joint,PL024,19243,"['19243-01', '19243-02']",Circumferential weightcoat loss,ROV,WCL,10.71726631640510,20190730 164723,Inde Joint\anoms_19.dat
263,Joint,PL024,19242,"['19242-01', '19242-02']",Circumferential weightcoat loss,ROV,WCL,10.72435834795030,20190730 164707,Inde Joint\anoms_19.dat
264,Joint,PL024,19236,"['19236-01', '19236-02']",Freespan exceeding the critical anomaly length - Length 13m,ROV,SPN,11.35095011718500,20190730 162105,Inde Joint\anoms_19.dat
265,Joint,PL024,19241,"['19241-01', '19241-02']",Circumferential weightcoat loss,ROV,WCL,11.35374999354860,20190730 162058,Inde Joint\anoms_19.dat
266,Joint,PL024,19237,"['19237-01', '19237-02']",Freespan exceeding the critical anomaly length - Length 13m,ROV,SPN,11.37755057110720,20190730 162001,Inde Joint\anoms_19.dat
267,Joint,PL024,19238,"['19238-01', '19238-02']",Freespan exceeding the critical anomaly length - Length 13m,ROV,SPN TRL,11.39759245233820,20190730 161910,Inde Joint\anoms_19.dat
268,Joint,PL024,19240,"['19240-01', '19240-02']",Circumferential weightcoat loss,ROV,WCL,11.39978223370410,20190730 161904,Inde Joint\anoms_19.dat
269,Joint,PL024,19220,"['19220-01', '19220-02']",Start of intermittent pipeline exposure anomaly 19220,ROV,EXP,12.29819851942130,20190730 154139,Inde Joint\anoms_19.dat
270,Joint,PL024,19222,"['19222-01', '19222-02']",Freespan exceeding the critical anomaly length - Length 17m,ROV,SPN TRL,12.30001485168510,20190730 154134,Inde Joint\anoms_19.dat
271,Joint,PL024,19224,"['19224-01', '19224-02']",Circumferential weightcoat cracking from 3 o/c through 6 o/c to 9 o/c,ROV,CRK,12.86558970896440,20190730 151459,Inde Joint\anoms_19.dat
272,Joint,PL024,19223,"['19223-01', '19223-02']",Wire rope debris across the pipe,ROV,DEB,12.86678024703280,20190730 151454,Inde Joint\anoms_19.dat
273,Joint,PL024,19221,"['19221-01', '19221-02']",Freespan exceeding the critical anomaly length - Length 16m,ROV,SPN,13.17709619415650,20190730 145957,Inde Joint\anoms_19.dat
274,Joint,PL024,19206,"['19206-01', '19206-02']",Start of intermittent pipeline exposure anomaly 19206,ROV,EXP,14.76198049321250,20190730 110244,Inde Joint\anoms_19.dat
275,Joint,PL024,19214,"['19142-01', '19214-02']",Freespan exceeding the critical anomaly length - Length 11m,ROV,SPN,15.65127527515900,20190730 102037,Inde Joint\anoms_19.dat
276,Joint,PL024,19213,"['19213-01', '19213-02']",Freespan exceeding the critical anomaly length - Length 7m,ROV,SPN,15.66581910591430,20190730 101954,Inde Joint\anoms_19.dat
277,Joint,PL024,19212,"['19212-01', '19212-02']",Freespan exceeding the critical anomaly length - Length 13m,ROV,SPN,15.67883400161140,20190730 101907,Inde Joint\anoms_19.dat
278,Joint,PL024,19219,"['19219-01', '19219-02']",Circumferential weightcoat loss,ROV,WCL,15.68338456168080,20190730 101850,Inde Joint\anoms_19.dat
279,Joint,PL024,19211,"['19211-01', '19211-02']",Freespan exceeding the critical anomaly length - Length 41m,ROV,SPN TRL,15.69847030859450,20190730 101757,Inde Joint\anoms_19.dat
280,Joint,PL024,19218,"['19218-01', '19218-02']",Weightcoat loss between 12 o/c and 3 o/c,ROV,WCL,15.71046997537070,20190730 101717,Inde Joint\anoms_19.dat
281,Joint,PL024,19217,"['19217-01', '19217-02']",Circumferential weightcoat loss,ROV,WCL,15.73111409981840,20190730 101610,Inde Joint\anoms_19.dat
