KP,Easting,Northing,Time,Date,DCC,SD,Comments,Video,Anomaly,Bathy,DOB,ContactCP,ContinuousCP,CoverLocal,CoverMSB,Code1,Code2,Code3,Span,Exposure,Movement,WghtCt,Stab,SpanLength,SpanLengthOdom,SpanHeight,SpanDEI,Location,Offset,DimX,DimY,DimZ,Anomlink,VideoCount,UniqueID,Dummy3,Dummy4,DummyString
0.6780,309952.080,5950595.628,080000,26072025,0.000,,Nav Marker,,,,,-1001,-1001,0.03,0.01,0,0,0,0,1,,,,,,,,,,,,,,,,,,
0.6900,309960.082,5950604.578,080000,26072025,0.000,,Nav Marker,,,,,-1000,-1003,0.03,0.01,0,0,0,0,1,,,,,,,,,,,,,,,,,,
0.7020,309968.083,5950613.527,080000,26072025,0.000,,Nav Marker,,,,,-1002,-1001,0.01,0.02,0,0,0,0,1,,,,,,,,,,,,,,,,,,
0.7140,309976.084,5950622.476,080000,26072025,0.000,,Nav Marker,,,,,-1001,-1000,0.02,0.03,0,0,0,0,1,,,,,,,,,,,,,,,,,,
0.7260,309984.086,5950631.425,080000,26072025,0.000,,Nav Marker,,,,,-998,-1001,0.03,0.06,0,0,0,0,1,,,,,,,,,,,,,,,,,,
0.7380,309992.087,5950640.374,080000,26072025,0.000,,Nav Marker,,,,,-1001,-999,0.07,0.02,0,0,0,0,1,,,,,,,,,,,,,,,,,,
0.7500,310000.089,5950649.323,080000,26072025,0.000,,Nav Marker,,,,,-1001,-1002,0.02,0.02,0,0,0,0,1,,,,,,,,,,,,,,,,,,
0.7620,310008.081,5950658.281,080000,26072025,0.000,,Nav Marker,,,,,-1001,-1002,0.03,0.03,0,0,0,0,1,,,,,,,,,,,,,,,,,,
0.7740,310015.984,5950667.317,080000,26072025,0.000,,Nav Marker,,,,,-1001,-1002,0.05,0.08,0,0,0,0,1,,,,,,,,,,,,,,,,,,
0.7860,310023.887,5950676.353,080000,26072025,0.000,,Nav Marker,,,,,-1001,-1002,0.05,0.1,0,0,0,0,1,,,,,,,,,,,,,,,,,,
