KP,Easting,Northing,Time,Date,DCC,SD,Comments,Video,Anomaly,Bathy,DOB,ContactCP,ContinuousCP,CoverLocal,CoverMSB,Code1,Code2,Code3,Span,Exposure,Movement,WghtCt,Stab,SpanLength,SpanLengthOdom,SpanHeight,SpanDEI,Location,Offset,DimX,DimY,DimZ,Anomlink,VideoCount,UniqueID,Dummy3,Dummy4,DummyString
200.8400,396568.749,5861463.460,090000,29072025,2.220,,Start of MBES Survey,,,,,1039,1020,,,12,1,0,,,,,,,,,,,,,,,,,,,,
203.4490,396292.066,5858869.116,090000,29072025,0.000,,End of MBES Survey,,,,,1024,1006,,,12,2,0,,,,,,,,,,,,,,,,,,,,
200.8400,396568.749,5861463.460,090000,29072025,2.220,,Nav Marker,,,,,1039,1020,0.05,-0.2,0,0,0,0,1,,,,,,,,,,,,,,,,,,
200.8520,396567.376,5861451.534,090000,29072025,1.500,,Nav Marker,,,,,1039,1020,0.06,-0.25,0,0,0,0,1,,,,,,,,,,,,,,,,,,
200.8640,396566.189,5861439.564,090000,29072025,0.590,,Nav Marker,,,,,1039,1020,0.09,-0.23,0,0,0,0,1,,,,,,,,,,,,,,,,,,
200.8760,396565.045,5861427.575,090000,29072025,-0.360,,Nav Marker,,,,,1039,1020,0.13,-0.13,0,0,0,0,1,,,,,,,,,,,,,,,,,,
200.8880,396563.753,5861415.715,090000,29072025,-1.060,,Nav Marker,,,,,1039,1020,0.1,-0.25,0,0,0,0,1,,,,,,,,,,,,,,,,,,
200.9000,396561.171,5861403.923,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.01,-0.22,0,0,0,0,1,,,,,,,,,,,,,,,,,,
200.9120,396559.635,5861391.998,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.01,-0.08,0,0,0,0,0,,,,,,,,,,,,,,,,,,
200.9240,396558.099,5861380.072,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.01,-0.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
200.9360,396556.564,5861368.146,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.03,-0.13,0,0,0,0,1,,,,,,,,,,,,,,,,,,
200.9480,396555.028,5861356.220,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.01,-0.1,0,0,0,0,1,,,,,,,,,,,,,,,,,,
200.9600,396553.493,5861344.294,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.0,-0.11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
200.9720,396551.957,5861332.368,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.02,-0.04,0,0,0,0,0,,,,,,,,,,,,,,,,,,
200.9840,396550.422,5861320.442,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.02,-0.04,0,0,0,0,0,,,,,,,,,,,,,,,,,,
200.9960,396548.886,5861308.516,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.04,-0.06,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.0080,396547.351,5861296.590,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.01,-0.06,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.0200,396545.815,5861284.664,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.0,-0.04,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.0320,396544.280,5861272.738,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.03,-0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.0440,396542.770,5861260.810,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.0,-0.05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.0560,396541.391,5861248.872,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,-0.01,-0.07,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.0680,396540.012,5861236.935,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.01,-0.05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.0800,396538.633,5861224.997,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.02,-0.02,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.0920,396537.254,5861213.059,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.0,-0.03,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.1040,396535.875,5861201.121,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.02,-0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.1160,396534.496,5861189.183,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.05,0.03,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.1280,396533.117,5861177.245,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.0,-0.08,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.1400,396531.738,5861165.307,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.01,-0.01,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.1520,396530.359,5861153.370,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.03,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.1640,396528.980,5861141.432,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.0,-0.04,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.1760,396527.601,5861129.494,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.0,-0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.1880,396526.222,5861117.556,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.02,0.03,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.2000,396524.843,5861105.618,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.02,-0.05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.2120,396523.464,5861093.680,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.01,0.03,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.2240,396522.085,5861081.742,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.03,0.03,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.2360,396520.706,5861069.805,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.02,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.2480,396519.327,5861057.867,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.04,0.05,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.2600,396517.948,5861045.929,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.03,0.06,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.2720,396516.569,5861033.991,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.04,0.03,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.2840,396515.190,5861022.053,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.01,0.01,0,0,0,0,1,,,,,,,,,,,,,,,,,,
201.2960,396513.811,5861010.115,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.0,-0.05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.3080,396512.432,5860998.177,090000,29072025,0.000,,Nav Marker,,,,,1039,1020,0.0,-0.14,0,0,0,0,0,,,,,,,,,,,,,,,,,,
201.3200,396511.084,5860986.236,090000,29072025,-0.030,,Nav Marker,,,,,1039,1020,0.04,0.08,0,0,0,0,1,,,,,,,,,,,,,,,,,,
